[docId: 666, similarityVal: 163.14441442296936]
[docId: 1176, similarityVal: 121.63361844412397]
[docId: 125, similarityVal: 121.59304200705023]
[docId: 1147, similarityVal: 121.55588291933691]
[docId: 825, similarityVal: 121.53397227139584]
[docId: 1078, similarityVal: 121.50232548826887]
[docId: 590, similarityVal: 121.4377339506725]
[docId: 1323, similarityVal: 121.4310870089297]
[docId: 184, similarityVal: 121.42879808116649]
[docId: 607, similarityVal: 121.38369059236719]
[docId: 975, similarityVal: 121.31647362822265]
[docId: 554, similarityVal: 121.28124197162587]
[docId: 278, similarityVal: 121.2470156497709]
[docId: 204, similarityVal: 121.24580536450827]
[docId: 337, similarityVal: 121.23069744038497]
[docId: 579, similarityVal: 121.22575740922616]
[docId: 381, similarityVal: 121.19607672426946]
[docId: 441, similarityVal: 121.18075645254424]
[docId: 166, similarityVal: 121.15204155054296]
[docId: 846, similarityVal: 121.12231194434567]
[docId: 241, similarityVal: 121.06288385121385]
[docId: 344, similarityVal: 121.0537009932863]
[docId: 630, similarityVal: 121.02325683961764]
[docId: 317, similarityVal: 120.99556527603384]
[docId: 434, similarityVal: 120.9752713416096]
[docId: 1289, similarityVal: 120.94147365782551]
[docId: 341, similarityVal: 120.91954248045987]
[docId: 1212, similarityVal: 120.86931499163215]
[docId: 578, similarityVal: 120.8499361488718]
[docId: 287, similarityVal: 120.80535330633079]
[docId: 1153, similarityVal: 120.80285397110374]
[docId: 1272, similarityVal: 120.78278650382522]
[docId: 1379, similarityVal: 120.74972919418542]
[docId: 1211, similarityVal: 120.63658467663353]
[docId: 226, similarityVal: 120.5801306619578]
[docId: 369, similarityVal: 120.54577800574026]
[docId: 80, similarityVal: 120.52051253333879]
[docId: 183, similarityVal: 120.51974233375584]
[docId: 400, similarityVal: 120.48667628419723]
[docId: 295, similarityVal: 120.48233851443214]
[docId: 1193, similarityVal: 120.47651105232738]
[docId: 730, similarityVal: 120.44396313907706]
[docId: 635, similarityVal: 120.40300412225736]
[docId: 321, similarityVal: 120.32513098869437]
[docId: 353, similarityVal: 120.31624395633861]
[docId: 1138, similarityVal: 120.30214494273042]
[docId: 992, similarityVal: 120.26984920552226]
[docId: 890, similarityVal: 120.2594638716594]
[docId: 568, similarityVal: 120.24241184808453]
[docId: 279, similarityVal: 120.18424644054338]
[docId: 251, similarityVal: 120.15758288532552]
[docId: 1257, similarityVal: 120.15497099658862]
[docId: 1044, similarityVal: 120.1174979253027]
[docId: 208, similarityVal: 120.11669995601049]
[docId: 473, similarityVal: 120.0889366641107]
[docId: 938, similarityVal: 120.08789942282218]
[docId: 417, similarityVal: 120.04924046208457]
[docId: 492, similarityVal: 120.04233359990887]
[docId: 600, similarityVal: 120.005702972605]
[docId: 634, similarityVal: 119.9588058463213]
[docId: 1018, similarityVal: 119.9476922780772]
[docId: 70, similarityVal: 119.93537033975836]
[docId: 1156, similarityVal: 119.93381299965667]
[docId: 377, similarityVal: 119.93378056923837]
[docId: 811, similarityVal: 119.92926296685977]
[docId: 533, similarityVal: 119.90404338830045]
[docId: 314, similarityVal: 119.80245650692628]
[docId: 453, similarityVal: 119.79711269972259]
[docId: 358, similarityVal: 119.79357667625729]
[docId: 864, similarityVal: 119.79267612315594]
[docId: 829, similarityVal: 119.7885008942525]
[docId: 712, similarityVal: 119.73887448768292]
[docId: 126, similarityVal: 119.66280841128763]
[docId: 168, similarityVal: 119.65853458320835]
[docId: 1288, similarityVal: 119.64353032340962]
[docId: 933, similarityVal: 119.63618837642645]
[docId: 268, similarityVal: 119.61889937594229]
[docId: 587, similarityVal: 119.58881219650877]
[docId: 873, similarityVal: 119.5794626430317]
[docId: 728, similarityVal: 119.54538330439188]
[docId: 686, similarityVal: 119.50791703279563]
[docId: 216, similarityVal: 119.49431655209489]
[docId: 563, similarityVal: 119.48852603373624]
[docId: 501, similarityVal: 119.4800297742802]
[docId: 1266, similarityVal: 119.44177968268328]
[docId: 919, similarityVal: 119.43234476882434]
[docId: 119, similarityVal: 119.35570848380738]
[docId: 371, similarityVal: 119.3399214031563]
[docId: 470, similarityVal: 119.3208945596949]
[docId: 149, similarityVal: 119.31633853577296]
[docId: 1054, similarityVal: 119.29051850299342]
[docId: 351, similarityVal: 119.27990373240173]
[docId: 234, similarityVal: 119.25383898323447]
[docId: 1351, similarityVal: 119.07745890787227]
[docId: 962, similarityVal: 119.06772004954837]
[docId: 1047, similarityVal: 118.96686231682763]
[docId: 764, similarityVal: 118.94039954693791]
[docId: 144, similarityVal: 118.9167312411843]
[docId: 920, similarityVal: 118.9074093639292]
[docId: 1400, similarityVal: 118.8528954542389]
[docId: 546, similarityVal: 118.82122124186934]
[docId: 640, similarityVal: 118.7910366450233]
[docId: 1305, similarityVal: 118.78113305134688]
[docId: 181, similarityVal: 118.77767049794909]
[docId: 454, similarityVal: 118.731955551322]
[docId: 75, similarityVal: 118.72120297350908]
[docId: 685, similarityVal: 118.69458244145042]
[docId: 818, similarityVal: 118.68304525424946]
[docId: 319, similarityVal: 118.67332233424239]
[docId: 656, similarityVal: 118.63494736826485]
[docId: 750, similarityVal: 118.62414916064125]
[docId: 475, similarityVal: 118.61597611697734]
[docId: 1334, similarityVal: 118.59963847465175]
[docId: 632, similarityVal: 118.57778788354976]
[docId: 320, similarityVal: 118.55350977269242]
[docId: 68, similarityVal: 118.53843613061457]
[docId: 984, similarityVal: 118.45101525583394]
[docId: 431, similarityVal: 118.43714838739784]
[docId: 1359, similarityVal: 118.37798994082515]
[docId: 1399, similarityVal: 118.35473119414216]
[docId: 313, similarityVal: 118.30982929652619]
[docId: 1392, similarityVal: 118.30472578284265]
[docId: 111, similarityVal: 118.28583371431931]
[docId: 1306, similarityVal: 118.27024008725405]
[docId: 644, similarityVal: 118.25203178796207]
[docId: 1236, similarityVal: 118.2167101804117]
[docId: 1232, similarityVal: 118.12304671191353]
[docId: 1216, similarityVal: 118.12199503397609]
[docId: 1261, similarityVal: 118.0510795739007]
[docId: 176, similarityVal: 117.98983138120738]
[docId: 751, similarityVal: 117.98910065167125]
[docId: 896, similarityVal: 117.96372364538904]
[docId: 233, similarityVal: 117.94566918117508]
[docId: 190, similarityVal: 117.91702983780642]
[docId: 95, similarityVal: 117.90277500687249]
[docId: 1098, similarityVal: 117.89905368392463]
[docId: 922, similarityVal: 117.88497606962787]
[docId: 1197, similarityVal: 117.87123571974513]
[docId: 1287, similarityVal: 117.8533906505364]
[docId: 379, similarityVal: 117.8467853653333]
[docId: 224, similarityVal: 117.83029874901466]
[docId: 1318, similarityVal: 117.81197736512803]
[docId: 849, similarityVal: 117.80133141152925]
[docId: 486, similarityVal: 117.7521728705798]
[docId: 1385, similarityVal: 117.74881142101555]
[docId: 1320, similarityVal: 117.74484652837036]
[docId: 411, similarityVal: 117.709381381947]
[docId: 853, similarityVal: 117.66824627561401]
[docId: 1368, similarityVal: 117.66310617968742]
[docId: 1238, similarityVal: 117.6578034424874]
[docId: 996, similarityVal: 117.65180262884694]
[docId: 102, similarityVal: 117.6415081533833]
[docId: 1214, similarityVal: 117.59927228194283]
[docId: 485, similarityVal: 117.4132567035754]
[docId: 500, similarityVal: 117.39191374791119]
[docId: 1063, similarityVal: 117.37736350877822]
[docId: 333, similarityVal: 117.3740179962071]
[docId: 174, similarityVal: 117.3450274014676]
[docId: 980, similarityVal: 117.28390224343707]
[docId: 483, similarityVal: 117.257991229794]
[docId: 1282, similarityVal: 117.23986255872808]
[docId: 845, similarityVal: 117.23706555816486]
[docId: 987, similarityVal: 117.23693644288267]
[docId: 918, similarityVal: 117.23099277205075]
[docId: 442, similarityVal: 117.1971998110626]
[docId: 359, similarityVal: 117.18229479868171]
[docId: 272, similarityVal: 117.15533106506852]
[docId: 1017, similarityVal: 117.14897598896123]
[docId: 1313, similarityVal: 117.10908947239925]
[docId: 561, similarityVal: 117.10456292656676]
[docId: 141, similarityVal: 117.05774379843135]
[docId: 1269, similarityVal: 117.0054825982313]
[docId: 521, similarityVal: 116.93603620899614]
[docId: 514, similarityVal: 116.91679019075254]
[docId: 773, similarityVal: 116.90420775891967]
[docId: 1374, similarityVal: 116.90355769261548]
[docId: 244, similarityVal: 116.8891739971429]
[docId: 1341, similarityVal: 116.8766085132183]
[docId: 401, similarityVal: 116.87594959774805]
[docId: 53, similarityVal: 116.87279038560864]
[docId: 270, similarityVal: 116.85932373885048]
[docId: 1048, similarityVal: 116.85909837119078]
[docId: 720, similarityVal: 116.84934260730581]
[docId: 923, similarityVal: 116.84748660424172]
[docId: 710, similarityVal: 116.80549692083787]
[docId: 47, similarityVal: 116.80469069823845]
[docId: 520, similarityVal: 116.77319021670252]
[docId: 1221, similarityVal: 116.70309526440504]
[docId: 852, similarityVal: 116.67322874496516]
[docId: 484, similarityVal: 116.61779164397036]
[docId: 859, similarityVal: 116.61164646970481]
[docId: 551, similarityVal: 116.55147236741863]
[docId: 1111, similarityVal: 116.55080680110628]
[docId: 892, similarityVal: 116.50660958203974]
[docId: 1260, similarityVal: 116.47748931901033]
[docId: 271, similarityVal: 116.47700311562097]
[docId: 1267, similarityVal: 116.45217221670717]
[docId: 1350, similarityVal: 116.41766409669549]
[docId: 33, similarityVal: 116.37501753655839]
[docId: 944, similarityVal: 116.36224451741691]
[docId: 422, similarityVal: 116.35943475394485]
[docId: 1247, similarityVal: 116.3571616865871]
[docId: 452, similarityVal: 116.28362677952428]
[docId: 202, similarityVal: 116.26529990129714]
[docId: 1317, similarityVal: 116.21424840122384]
[docId: 757, similarityVal: 116.20585907485133]
[docId: 1110, similarityVal: 116.1904482566345]
[docId: 1137, similarityVal: 116.18335942397721]
[docId: 997, similarityVal: 116.15440184397846]
[docId: 994, similarityVal: 116.12169195237439]
[docId: 690, similarityVal: 116.08212208055274]
[docId: 624, similarityVal: 116.03935177288734]
[docId: 844, similarityVal: 116.0386814380273]
[docId: 977, similarityVal: 116.02593727030235]
[docId: 749, similarityVal: 115.9762190955983]
[docId: 1072, similarityVal: 115.94469391364449]
[docId: 78, similarityVal: 115.92326918268795]
[docId: 323, similarityVal: 115.83063857626195]
[docId: 1124, similarityVal: 115.82530955738468]
[docId: 861, similarityVal: 115.80599324135713]
[docId: 1219, similarityVal: 115.77407333197033]
[docId: 912, similarityVal: 115.74226106509433]
[docId: 1158, similarityVal: 115.7217104087654]
[docId: 875, similarityVal: 115.70291776489508]
[docId: 796, similarityVal: 115.64094976428383]
[docId: 742, similarityVal: 115.59108460231364]
[docId: 745, similarityVal: 115.58951775303177]
[docId: 1365, similarityVal: 115.57132743621807]
[docId: 1195, similarityVal: 115.52251730423704]
[docId: 939, similarityVal: 115.39602322098744]
[docId: 707, similarityVal: 115.33694019961638]
[docId: 1271, similarityVal: 115.30050785542852]
[docId: 203, similarityVal: 115.29286038208988]
[docId: 1139, similarityVal: 115.28576449512516]
[docId: 146, similarityVal: 115.20046770643054]
[docId: 675, similarityVal: 115.1982767029456]
[docId: 972, similarityVal: 115.14802019819267]
[docId: 902, similarityVal: 115.11576326556103]
[docId: 797, similarityVal: 115.11055745014484]
[docId: 772, similarityVal: 115.07524069299467]
[docId: 61, similarityVal: 115.05922724809207]
[docId: 1127, similarityVal: 115.05007407278418]
[docId: 858, similarityVal: 115.04140523414215]
[docId: 513, similarityVal: 115.0158155462377]
[docId: 729, similarityVal: 114.930735233886]
[docId: 711, similarityVal: 114.90633895726732]
[docId: 1396, similarityVal: 114.851501674692]
[docId: 1125, similarityVal: 114.77826206575094]
[docId: 161, similarityVal: 114.76775928514826]
[docId: 1275, similarityVal: 114.7578196132678]
[docId: 1093, similarityVal: 114.73012124372572]
[docId: 491, similarityVal: 114.72733800320512]
[docId: 870, similarityVal: 114.71886299381237]
[docId: 103, similarityVal: 114.67466575708822]
[docId: 687, similarityVal: 114.66883500448965]
[docId: 1277, similarityVal: 114.55801646579482]
[docId: 774, similarityVal: 114.54885040600622]
[docId: 824, similarityVal: 114.54483328857063]
[docId: 409, similarityVal: 114.53906539384748]
[docId: 950, similarityVal: 114.45156038925258]
[docId: 264, similarityVal: 114.4222092826339]
[docId: 1183, similarityVal: 114.40521633006522]
[docId: 60, similarityVal: 114.40411069628112]
[docId: 653, similarityVal: 114.32600379287145]
[docId: 1135, similarityVal: 114.32304823989679]
[docId: 325, similarityVal: 114.29458491061268]
[docId: 22, similarityVal: 114.24343490481186]
[docId: 217, similarityVal: 114.21361810299362]
[docId: 423, similarityVal: 114.17507177001424]
[docId: 528, similarityVal: 114.1662595410708]
[docId: 175, similarityVal: 114.13324208869231]
[docId: 87, similarityVal: 114.12170313483277]
[docId: 851, similarityVal: 114.1208231198071]
[docId: 1342, similarityVal: 114.07385926578732]
[docId: 1005, similarityVal: 114.06870967274338]
[docId: 676, similarityVal: 114.04607275501503]
[docId: 1141, similarityVal: 113.93476575938864]
[docId: 970, similarityVal: 113.89037294262809]
[docId: 1181, similarityVal: 113.83022946521311]
[docId: 1128, similarityVal: 113.7872662396045]
[docId: 48, similarityVal: 113.7360627943704]
[docId: 701, similarityVal: 113.73142542347384]
[docId: 451, similarityVal: 113.71965675825722]
[docId: 118, similarityVal: 113.70537907595755]
[docId: 1109, similarityVal: 113.6801567065277]
[docId: 43, similarityVal: 113.65381370138445]
[docId: 427, similarityVal: 113.54181532209668]
[docId: 284, similarityVal: 113.4630004817113]
[docId: 1362, similarityVal: 113.4299204017486]
[docId: 1256, similarityVal: 113.32386300445721]
[docId: 1335, similarityVal: 113.30171413961078]
[docId: 1343, similarityVal: 113.26886566156327]
[docId: 1258, similarityVal: 113.25553848033708]
[docId: 611, similarityVal: 113.201203454632]
[docId: 127, similarityVal: 113.18178506544638]
[docId: 703, similarityVal: 113.14350309411408]
[docId: 250, similarityVal: 113.13560159450043]
[docId: 694, similarityVal: 113.10784605908621]
[docId: 840, similarityVal: 113.10557511411301]
[docId: 1190, similarityVal: 113.0967278582937]
[docId: 414, similarityVal: 113.06409503641622]
[docId: 907, similarityVal: 113.020545520978]
[docId: 59, similarityVal: 112.87363672285649]
[docId: 988, similarityVal: 112.8529808009749]
[docId: 1251, similarityVal: 112.82670043723644]
[docId: 255, similarityVal: 112.7813315673033]
[docId: 106, similarityVal: 112.76601143040521]
[docId: 109, similarityVal: 112.72752259357688]
[docId: 1332, similarityVal: 112.70765639775053]
[docId: 154, similarityVal: 112.70336697399642]
[docId: 609, similarityVal: 112.64147516463703]
[docId: 946, similarityVal: 112.5790841744503]
[docId: 1380, similarityVal: 112.55966433531427]
[docId: 40, similarityVal: 112.51036285263747]
[docId: 6, similarityVal: 112.49769592668643]
[docId: 985, similarityVal: 112.48838204185556]
[docId: 905, similarityVal: 112.38195150172352]
[docId: 355, similarityVal: 112.37988873687047]
[docId: 185, similarityVal: 112.34860580614578]
[docId: 281, similarityVal: 112.33439910180583]
[docId: 1215, similarityVal: 112.31870668960663]
[docId: 971, similarityVal: 112.31525191361818]
[docId: 909, similarityVal: 112.30904291864714]
[docId: 708, similarityVal: 112.30807107686509]
[docId: 795, similarityVal: 112.2971428064759]
[docId: 1250, similarityVal: 112.29676167096495]
[docId: 725, similarityVal: 112.275336529975]
[docId: 139, similarityVal: 112.26964488258817]
[docId: 430, similarityVal: 112.20688705152943]
[docId: 545, similarityVal: 112.20191701179444]
[docId: 1027, similarityVal: 112.18269155137341]
[docId: 1148, similarityVal: 112.11258102077969]
[docId: 212, similarityVal: 112.11128005670245]
[docId: 104, similarityVal: 112.02401378716083]
[docId: 1249, similarityVal: 112.00733775616007]
[docId: 895, similarityVal: 111.96862881431406]
[docId: 833, similarityVal: 111.96763030466633]
[docId: 1133, similarityVal: 111.95472071257673]
[docId: 159, similarityVal: 111.9439324941792]
[docId: 1175, similarityVal: 111.94124483079877]
[docId: 1180, similarityVal: 111.93098874993052]
[docId: 961, similarityVal: 111.8647848548167]
[docId: 794, similarityVal: 111.72725510259146]
[docId: 1020, similarityVal: 111.65642092237307]
[docId: 1372, similarityVal: 111.65584469859063]
[docId: 900, similarityVal: 111.65234021374792]
[docId: 531, similarityVal: 111.63951255069877]
[docId: 529, similarityVal: 111.6342351600894]
[docId: 516, similarityVal: 111.60681532250709]
[docId: 86, similarityVal: 111.5833236063978]
[docId: 1142, similarityVal: 111.53663047370011]
[docId: 982, similarityVal: 111.47353036376093]
[docId: 277, similarityVal: 111.44520001047546]
[docId: 416, similarityVal: 111.43247648360848]
[docId: 1060, similarityVal: 111.42890621633146]
[docId: 681, similarityVal: 111.37950169317364]
[docId: 542, similarityVal: 111.3724244106821]
[docId: 1061, similarityVal: 111.34340314275657]
[docId: 262, similarityVal: 111.33392213687368]
[docId: 580, similarityVal: 111.27434004720838]
[docId: 1001, similarityVal: 111.21440532446675]
[docId: 679, similarityVal: 111.10337415784642]
[docId: 734, similarityVal: 111.09423439628102]
[docId: 594, similarityVal: 110.99030469860762]
[docId: 782, similarityVal: 110.97300502142893]
[docId: 700, similarityVal: 110.96517250166724]
[docId: 788, similarityVal: 110.89277951024482]
[docId: 455, similarityVal: 110.88401665101813]
[docId: 82, similarityVal: 110.86189940950699]
[docId: 1299, similarityVal: 110.85293747583358]
[docId: 164, similarityVal: 110.83413934356331]
[docId: 198, similarityVal: 110.7601510482729]
[docId: 1284, similarityVal: 110.7413924366725]
[docId: 407, similarityVal: 110.65481330141701]
[docId: 726, similarityVal: 110.635725692215]
[docId: 137, similarityVal: 110.51718258775485]
[docId: 850, similarityVal: 110.50780073558859]
[docId: 477, similarityVal: 110.48293941796312]
[docId: 762, similarityVal: 110.46352659308441]
[docId: 1059, similarityVal: 110.44037150571283]
[docId: 221, similarityVal: 110.41409755400647]
[docId: 677, similarityVal: 110.34967764481708]
[docId: 243, similarityVal: 110.29921995886691]
[docId: 245, similarityVal: 110.29715802219174]
[docId: 1007, similarityVal: 110.26578995137193]
[docId: 1360, similarityVal: 110.25938645363713]
[docId: 1296, similarityVal: 110.2558371306272]
[docId: 584, similarityVal: 110.20038620451022]
[docId: 1194, similarityVal: 110.19187236728585]
[docId: 960, similarityVal: 110.11533901886449]
[docId: 213, similarityVal: 110.08771755395975]
[docId: 1244, similarityVal: 110.05544930096836]
[docId: 599, similarityVal: 110.05419927058665]
[docId: 604, similarityVal: 110.03948493539421]
[docId: 169, similarityVal: 109.96628855773521]
[docId: 449, similarityVal: 109.94141653375783]
[docId: 165, similarityVal: 109.94106461532672]
[docId: 412, similarityVal: 109.89987636945594]
[docId: 879, similarityVal: 109.89358360490213]
[docId: 10, similarityVal: 109.84381489133311]
[docId: 517, similarityVal: 109.80900709321251]
[docId: 380, similarityVal: 109.79848586900471]
[docId: 296, similarityVal: 109.77366277737825]
[docId: 1333, similarityVal: 109.72798311388286]
[docId: 436, similarityVal: 109.68357328494717]
[docId: 998, similarityVal: 109.67950517476052]
[docId: 865, similarityVal: 109.65263584538702]
[docId: 669, similarityVal: 109.62811386089871]
[docId: 5, similarityVal: 109.61794360971925]
[docId: 638, similarityVal: 109.60693461273554]
[docId: 158, similarityVal: 109.60342455389986]
[docId: 989, similarityVal: 109.56058575458286]
[docId: 438, similarityVal: 109.51411856224614]
[docId: 837, similarityVal: 109.45885735360271]
[docId: 1114, similarityVal: 109.44312365844492]
[docId: 733, similarityVal: 109.37672324073992]
[docId: 1003, similarityVal: 109.35165083740743]
[docId: 1226, similarityVal: 109.31894594826575]
[docId: 8, similarityVal: 109.28273820077901]
[docId: 608, similarityVal: 109.2729291039286]
[docId: 1196, similarityVal: 109.14656274442537]
[docId: 810, similarityVal: 109.1371242055219]
[docId: 1032, similarityVal: 109.08945791678254]
[docId: 354, similarityVal: 109.0887736331357]
[docId: 976, similarityVal: 109.05934995054456]
[docId: 1038, similarityVal: 109.05250629506065]
[docId: 172, similarityVal: 109.04946939131594]
[docId: 92, similarityVal: 108.93610314558562]
[docId: 482, similarityVal: 108.89296304690971]
[docId: 813, similarityVal: 108.89287819355317]
[docId: 947, similarityVal: 108.84739054018107]
[docId: 289, similarityVal: 108.83240754288768]
[docId: 723, similarityVal: 108.82038820618402]
[docId: 214, similarityVal: 108.7929903768243]
[docId: 866, similarityVal: 108.78151640709255]
[docId: 877, similarityVal: 108.73923830898809]
[docId: 722, similarityVal: 108.71403903546438]
[docId: 71, similarityVal: 108.67731762932613]
[docId: 602, similarityVal: 108.65389983490208]
[docId: 1398, similarityVal: 108.64365869519014]
[docId: 1143, similarityVal: 108.63119631047383]
[docId: 1000, similarityVal: 108.59713260382908]
[docId: 152, similarityVal: 108.5485484852237]
[docId: 695, similarityVal: 108.48659739432922]
[docId: 1016, similarityVal: 108.41282748931692]
[docId: 682, similarityVal: 108.38276216889054]
[docId: 1097, similarityVal: 108.34031315165277]
[docId: 1338, similarityVal: 108.32452269561912]
[docId: 880, similarityVal: 108.28906175868566]
[docId: 931, similarityVal: 108.28846696723882]
[docId: 1058, similarityVal: 108.26642987610676]
[docId: 1010, similarityVal: 108.21657829506844]
[docId: 1230, similarityVal: 108.19093622551041]
[docId: 424, similarityVal: 108.17595804116256]
[docId: 693, similarityVal: 108.17530162351811]
[docId: 724, similarityVal: 108.1368018482744]
[docId: 598, similarityVal: 108.10268630609914]
[docId: 282, similarityVal: 108.09724224828122]
[docId: 462, similarityVal: 107.97054682194485]
[docId: 706, similarityVal: 107.85894568655458]
[docId: 697, similarityVal: 107.84642165839783]
[docId: 223, similarityVal: 107.84317570849835]
[docId: 246, similarityVal: 107.8048085773209]
[docId: 368, similarityVal: 107.78218201477807]
[docId: 1270, similarityVal: 107.75237284585708]
[docId: 1303, similarityVal: 107.7422137999444]
[docId: 698, similarityVal: 107.72745846104952]
[docId: 1091, similarityVal: 107.6826860619886]
[docId: 747, similarityVal: 107.6712980948904]
[docId: 1092, similarityVal: 107.66380985684856]
[docId: 143, similarityVal: 107.63137827025417]
[docId: 692, similarityVal: 107.56112567004668]
[docId: 1331, similarityVal: 107.49302383230862]
[docId: 1278, similarityVal: 107.46768788441102]
[docId: 301, similarityVal: 107.46600071100296]
[docId: 583, similarityVal: 107.4315355019295]
[docId: 648, similarityVal: 107.41630871800099]
[docId: 1340, similarityVal: 107.36982941475392]
[docId: 1065, similarityVal: 107.36517520202325]
[docId: 507, similarityVal: 107.34952204158894]
[docId: 426, similarityVal: 107.29702329557918]
[docId: 1378, similarityVal: 107.25732554030189]
[docId: 447, similarityVal: 107.19097329966482]
[docId: 906, similarityVal: 107.17758657032789]
[docId: 651, similarityVal: 107.16541535289082]
[docId: 298, similarityVal: 107.07141230922271]
[docId: 140, similarityVal: 107.06855579115083]
[docId: 1358, similarityVal: 107.0640453934772]
[docId: 589, similarityVal: 107.05797266728034]
[docId: 771, similarityVal: 107.03331866786404]
[docId: 869, similarityVal: 106.97245437439796]
[docId: 1004, similarityVal: 106.87038290041147]
[docId: 330, similarityVal: 106.82440310544919]
[docId: 1140, similarityVal: 106.80310978343249]
[docId: 948, similarityVal: 106.79374404184615]
[docId: 586, similarityVal: 106.73668588731586]
[docId: 150, similarityVal: 106.69389035081382]
[docId: 1011, similarityVal: 106.62504567786429]
[docId: 603, similarityVal: 106.58415500795034]
[docId: 636, similarityVal: 106.58408930364047]
[docId: 508, similarityVal: 106.57731621067583]
[docId: 1242, similarityVal: 106.54166233987284]
[docId: 362, similarityVal: 106.50284903928436]
[docId: 1363, similarityVal: 106.42958089088361]
[docId: 752, similarityVal: 106.419550501401]
[docId: 338, similarityVal: 106.40864771659524]
[docId: 1357, similarityVal: 106.39982007047905]
[docId: 1189, similarityVal: 106.38417637689419]
[docId: 236, similarityVal: 106.37294263568957]
[docId: 457, similarityVal: 106.37173328424701]
[docId: 194, similarityVal: 106.3500679971908]
[docId: 597, similarityVal: 106.32299103484021]
[docId: 605, similarityVal: 106.29750972979423]
[docId: 108, similarityVal: 106.28207496447016]
[docId: 1217, similarityVal: 106.1784169533333]
[docId: 1041, similarityVal: 106.14894945915707]
[docId: 990, similarityVal: 106.06057274113425]
[docId: 1025, similarityVal: 105.99764944599256]
[docId: 1165, similarityVal: 105.95714557494922]
[docId: 399, similarityVal: 105.88733799747963]
[docId: 696, similarityVal: 105.79993788573104]
[docId: 509, similarityVal: 105.75658717554795]
[docId: 860, similarityVal: 105.75128918653245]
[docId: 41, similarityVal: 105.61558982029922]
[docId: 276, similarityVal: 105.57694292227578]
[docId: 403, similarityVal: 105.56216048763032]
[docId: 660, similarityVal: 105.49922382917111]
[docId: 1346, similarityVal: 105.42018017247143]
[docId: 20, similarityVal: 105.37652254889187]
[docId: 420, similarityVal: 105.36852791604522]
[docId: 770, similarityVal: 105.30675855222934]
[docId: 1348, similarityVal: 105.28184890603198]
[docId: 790, similarityVal: 105.19526159409153]
[docId: 1073, similarityVal: 105.0017737183195]
[docId: 991, similarityVal: 104.99656646739038]
[docId: 1086, similarityVal: 104.99192497252751]
[docId: 1033, similarityVal: 104.83457027753848]
[docId: 881, similarityVal: 104.81601376179074]
[docId: 639, similarityVal: 104.79239219208455]
[docId: 107, similarityVal: 104.78674165032619]
[docId: 419, similarityVal: 104.74169387249324]
[docId: 76, similarityVal: 104.73684241186565]
[docId: 534, similarityVal: 104.69572058475305]
[docId: 884, similarityVal: 104.53419482464534]
[docId: 88, similarityVal: 104.513684243725]
[docId: 235, similarityVal: 104.44246348759181]
[docId: 350, similarityVal: 104.28140604478764]
[docId: 780, similarityVal: 104.28126242352026]
[docId: 1314, similarityVal: 104.22193956500121]
[docId: 1088, similarityVal: 104.14407814210645]
[docId: 776, similarityVal: 104.09392792188153]
[docId: 595, similarityVal: 103.87976516491213]
[docId: 735, similarityVal: 103.8783165453841]
[docId: 588, similarityVal: 103.79334160256103]
[docId: 1169, similarityVal: 103.70498911239093]
[docId: 969, similarityVal: 103.69461469126993]
[docId: 1202, similarityVal: 103.60639859736595]
[docId: 673, similarityVal: 103.536451859245]
[docId: 1397, similarityVal: 103.51599696981327]
[docId: 786, similarityVal: 103.49841989920802]
[docId: 65, similarityVal: 103.49805466743469]
[docId: 812, similarityVal: 103.45402601114364]
[docId: 1292, similarityVal: 103.44217066244599]
[docId: 361, similarityVal: 103.41951109389629]
[docId: 1162, similarityVal: 103.26463171286042]
[docId: 791, similarityVal: 103.23044417228736]
[docId: 331, similarityVal: 103.19623567099951]
[docId: 367, similarityVal: 103.18477414133173]
[docId: 446, similarityVal: 103.15746017163828]
[docId: 1036, similarityVal: 103.15722827106175]
[docId: 474, similarityVal: 103.09817693131801]
[docId: 312, similarityVal: 103.09324006685893]
[docId: 643, similarityVal: 103.04710824879184]
[docId: 727, similarityVal: 103.01833986096212]
[docId: 721, similarityVal: 102.97231372939417]
[docId: 157, similarityVal: 102.86859147258949]
[docId: 239, similarityVal: 102.7864871651582]
[docId: 129, similarityVal: 102.68602857835756]
[docId: 91, similarityVal: 102.6589068130363]
[docId: 506, similarityVal: 102.47698875564785]
[docId: 911, similarityVal: 102.4599980193953]
[docId: 163, similarityVal: 102.40897231844008]
[docId: 479, similarityVal: 102.29862269871558]
[docId: 705, similarityVal: 102.275567630557]
[docId: 1349, similarityVal: 102.21929407747076]
[docId: 18, similarityVal: 102.13608869102816]
[docId: 437, similarityVal: 102.13010577363728]
[docId: 999, similarityVal: 102.1099495755391]
[docId: 450, similarityVal: 102.06908596889903]
[docId: 543, similarityVal: 101.9567208359635]
[docId: 42, similarityVal: 101.89457019339659]
[docId: 100, similarityVal: 101.85798681176493]
[docId: 1028, similarityVal: 101.85157681196996]
[docId: 302, similarityVal: 101.84813518161032]
[docId: 1276, similarityVal: 101.7646309800468]
[docId: 386, similarityVal: 101.71709781954829]
[docId: 1120, similarityVal: 101.68347258696816]
[docId: 396, similarityVal: 101.66181925181145]
[docId: 77, similarityVal: 101.64534994208192]
[docId: 1325, similarityVal: 101.62170536270108]
[docId: 1206, similarityVal: 101.5634443745733]
[docId: 904, similarityVal: 101.5217568867435]
